Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
7158,CA-2017-131380,28/03/2017,31/03/2017,Second Class,CC-12220,Chris Cortes,0,United States,Los Angeles,California,90032.0,3,OFF-ST-10002485,1,14,1351,87.92
8738,CA-2018-161592,06/04/2018,10/04/2018,Standard Class,CS-12175,Charles Sheldon,1,United States,Chattanooga,Tennessee,37421.0,2,OFF-BI-10003669,1,3,23,8.1
7756,CA-2018-100902,17/11/2018,21/11/2018,Standard Class,CK-12595,Clytie Kelty,0,United States,Charlotte,North Carolina,28205.0,2,OFF-PA-10002558,1,12,1724,268.24
9610,CA-2017-130638,16/05/2017,19/05/2017,Second Class,SC-20095,Sanjit Chand,0,United States,Los Angeles,California,90045.0,3,FUR-FU-10002116,0,9,1535,282.84
3534,CA-2015-110849,18/04/2015,23/04/2015,Standard Class,JL-15835,John Lee,0,United States,Los Angeles,California,90049.0,3,OFF-AR-10002375,1,2,1160,13.12
1836,CA-2015-141278,21/06/2015,24/06/2015,First Class,RM-19375,Raymond Messe,0,United States,Meriden,Connecticut,6450.0,1,OFF-AR-10003056,1,2,1149,21.4
5462,CA-2018-101574,28/09/2018,04/10/2018,Standard Class,BD-11725,Bruce Degenhardt,0,United States,Los Angeles,California,90032.0,3,FUR-FU-10001706,0,9,1028,9.24
5459,CA-2018-116680,04/09/2018,06/09/2018,Second Class,PK-19075,Pete Kriz,0,United States,San Francisco,California,94122.0,3,OFF-BI-10004022,1,3,81,13.344
1045,CA-2018-115651,09/07/2018,12/07/2018,First Class,NS-18640,Noel Staavos,1,United States,Chicago,Illinois,60610.0,0,OFF-AP-10000055,1,1,307,58.464
7402,CA-2017-110009,08/09/2017,13/09/2017,Standard Class,TR-21325,Toby Ritter,0,United States,Seattle,Washington,98103.0,3,OFF-PA-10002615,1,12,142,30.87
5633,CA-2015-127614,11/02/2015,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,0,United States,Chesapeake,Virginia,23320.0,2,OFF-BI-10003291,1,3,1636,17.46
3460,CA-2018-136448,16/09/2018,18/09/2018,First Class,AS-10090,Adam Shillingsburg,0,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-BI-10001359,1,3,685,538.194
8476,CA-2018-169404,09/04/2018,14/04/2018,Standard Class,NC-18625,Noah Childs,1,United States,York,Pennsylvania,17403.0,1,OFF-PA-10001033,1,12,1675,65.584
5019,CA-2015-127558,15/11/2015,18/11/2015,First Class,SS-20410,Shahid Shariari,0,United States,Los Angeles,California,90008.0,3,TEC-AC-10003832,2,0,1024,772.47
2683,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,2,United States,Jackson,Michigan,49201.0,0,TEC-MA-10002981,2,11,890,350.973
4011,CA-2018-100811,21/11/2018,24/11/2018,First Class,CC-12475,Cindy Chapman,0,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-PA-10001204,1,12,1761,8.448
2019,CA-2016-113110,19/03/2016,23/03/2016,Standard Class,BK-11260,Berenike Kampe,0,United States,San Bernardino,California,92404.0,3,OFF-SU-10001165,1,15,88,33.36
7048,CA-2015-150581,08/04/2015,12/04/2015,Standard Class,NM-18445,Nathan Mautz,2,United States,Concord,California,94521.0,3,TEC-AC-10001908,2,0,1015,399.96
292,CA-2017-110772,20/11/2017,24/11/2017,Second Class,NZ-18565,Nick Zandusky,2,United States,Columbus,Ohio,43229.0,1,TEC-AC-10002001,2,0,1013,255.984
2363,CA-2018-136497,16/04/2018,20/04/2018,Standard Class,RF-19840,Roy Französisch,0,United States,Columbus,Ohio,43229.0,1,OFF-BI-10001553,1,3,1480,13.71
1700,CA-2015-135657,03/06/2015,07/06/2015,Second Class,SC-20725,Steven Cartwright,0,United States,Seattle,Washington,98115.0,3,FUR-TA-10004086,0,16,941,515.88
1380,CA-2015-126361,04/08/2015,09/08/2015,Second Class,VD-21670,Valerie Dominguez,0,United States,Pleasant Grove,Utah,84062.0,3,OFF-ST-10002289,1,14,1385,158.9
181,CA-2015-166191,05/12/2015,09/12/2015,Second Class,DK-13150,David Kendrick,1,United States,Decatur,Illinois,62521.0,0,OFF-ST-10003455,1,14,1540,24.816
4741,CA-2018-164364,12/11/2018,16/11/2018,Standard Class,CS-12355,Christine Sundaresam,0,United States,Seattle,Washington,98115.0,3,OFF-LA-10004853,1,10,190,9.96
6912,CA-2018-168942,01/08/2018,05/08/2018,Second Class,EM-13960,Eric Murdock,0,United States,San Francisco,California,94109.0,3,OFF-ST-10004340,1,14,644,186.54
8665,CA-2018-126634,30/03/2018,01/04/2018,Second Class,AB-10165,Alan Barnes,0,United States,Lakewood,California,90712.0,3,FUR-FU-10004973,0,9,671,94.2
619,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,1,United States,New York City,New York,10011.0,1,OFF-BI-10002824,1,3,1331,107.424
4830,CA-2017-152408,15/05/2017,21/05/2017,Standard Class,TT-21220,Thomas Thornton,0,United States,New York City,New York,10035.0,1,OFF-BI-10002393,1,3,329,13.776
1558,CA-2017-109176,09/05/2017,15/05/2017,Standard Class,JW-16075,Julia West,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-AR-10001955,1,2,1124,79.36
7523,CA-2017-162383,05/09/2017,11/09/2017,Standard Class,MD-17350,Maribeth Dona,0,United States,Lancaster,Ohio,43130.0,1,OFF-BI-10001757,1,3,1307,8.856
9654,CA-2018-161893,23/01/2018,27/01/2018,Standard Class,HP-14815,Harold Pawlan,2,United States,Tucson,Arizona,85705.0,3,TEC-AC-10001874,2,0,1012,95.984
5236,CA-2017-111143,19/11/2017,22/11/2017,First Class,TT-21265,Tim Taslimi,1,United States,Indianapolis,Indiana,46203.0,0,OFF-AP-10001947,1,1,51,54.96
1601,CA-2018-158876,19/11/2018,21/11/2018,Second Class,AB-10150,Aimee Bixby,0,United States,Carrollton,Texas,75007.0,0,FUR-FU-10001967,0,9,1530,15.992
595,CA-2015-131450,08/08/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,0,United States,San Diego,California,92024.0,3,OFF-AP-10004708,1,1,661,76.12
5703,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,0,United States,Marion,Ohio,43302.0,1,OFF-AR-10003829,1,2,1158,2.624
1616,CA-2016-130022,10/08/2016,16/08/2016,Standard Class,JK-16120,Julie Kriz,2,United States,Eagan,Minnesota,55122.0,0,OFF-LA-10002787,1,10,187,3.75
6809,CA-2016-128125,31/03/2016,05/04/2016,Standard Class,EB-13705,Ed Braxton,1,United States,Houston,Texas,77095.0,0,FUR-FU-10001085,0,9,24,22.38
4557,CA-2016-130218,23/03/2016,26/03/2016,First Class,SG-20470,Sheri Gordon,0,United States,Florence,South Carolina,29501.0,2,OFF-ST-10002486,1,14,586,27.92
7994,US-2016-165743,20/11/2016,23/11/2016,Second Class,MM-18055,Michelle Moray,0,United States,Aurora,Colorado,80013.0,3,OFF-BI-10001982,1,3,1626,4.896
8820,CA-2016-142930,28/11/2016,02/12/2016,Standard Class,EB-14170,Evan Bailliet,0,United States,Austin,Texas,78745.0,0,OFF-PA-10003395,1,12,1728,335.52
3239,US-2017-127971,20/11/2017,27/11/2017,Standard Class,DW-13195,David Wiener,1,United States,Houston,Texas,77095.0,0,FUR-CH-10003774,0,5,771,318.43
2817,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Daniel Raglin,2,United States,Franklin,Massachusetts,2038.0,1,FUR-CH-10003817,0,5,770,60.74
8656,CA-2015-142769,13/09/2015,13/09/2015,Same Day,RP-19390,Resi Pölking,0,United States,Seattle,Washington,98103.0,3,TEC-AC-10000865,2,0,1606,118.0
3065,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,2,United States,Albuquerque,New Mexico,87105.0,3,OFF-ST-10000615,1,14,1448,90.8
3458,CA-2018-136448,16/09/2018,18/09/2018,First Class,AS-10090,Adam Shillingsburg,0,United States,Philadelphia,Pennsylvania,19143.0,1,FUR-FU-10003832,0,9,567,22.512
5504,CA-2018-127782,02/11/2018,06/11/2018,Standard Class,TH-21115,Thea Hudgings,1,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-AP-10001962,1,1,338,20.136
7887,CA-2018-118017,03/12/2018,06/12/2018,Second Class,LC-16870,Lena Cacioppo,0,United States,Thornton,Colorado,80229.0,3,FUR-FU-10004270,0,9,576,16.72
4690,CA-2015-138681,20/12/2015,22/12/2015,First Class,CT-11995,Carol Triggs,0,United States,Tucson,Arizona,85705.0,3,FUR-FU-10001876,0,9,465,51.968
6509,CA-2018-102197,20/12/2018,26/12/2018,Standard Class,DK-13150,David Kendrick,1,United States,New York City,New York,10009.0,1,OFF-PA-10001970,1,12,1691,279.9
2109,CA-2016-164882,31/10/2016,31/10/2016,Same Day,SG-20080,Sandra Glassco,0,United States,Redlands,California,92374.0,3,OFF-BI-10004519,1,3,681,398.352
4892,CA-2017-135776,23/12/2017,30/12/2017,Standard Class,EH-13765,Edward Hooks,1,United States,Seattle,Washington,98103.0,3,OFF-PA-10001295,1,12,464,37.94
3056,US-2016-100377,28/08/2016,01/09/2016,Standard Class,TS-21370,Todd Sumrall,1,United States,Chicago,Illinois,60623.0,0,TEC-CO-10001046,2,6,398,2799.96
8119,US-2018-106551,22/07/2018,27/07/2018,Standard Class,EB-13930,Eric Barreto,0,United States,Chicago,Illinois,60653.0,0,FUR-CH-10004997,0,5,841,526.344
8130,CA-2015-127866,20/07/2015,23/07/2015,First Class,JD-15895,Jonathan Doherty,1,United States,Riverside,California,92503.0,3,TEC-AC-10000023,2,0,1055,41.94
1919,CA-2016-123673,30/10/2016,01/11/2016,Second Class,CH-12070,Cathy Hwang,2,United States,Detroit,Michigan,48227.0,0,TEC-PH-10001809,2,13,1236,299.9
8123,CA-2015-138128,09/12/2015,15/12/2015,Standard Class,FP-14320,Frank Preis,0,United States,Philadelphia,Pennsylvania,19134.0,1,OFF-EN-10002500,1,7,772,30.672
5458,CA-2018-130631,29/12/2018,02/01/2019,Standard Class,BS-11755,Bruce Stewart,0,United States,Edmonds,Washington,98026.0,3,FUR-FU-10004093,0,9,795,68.46
5152,CA-2018-169929,25/09/2018,28/09/2018,First Class,LS-17200,Luke Schmidt,1,United States,Helena,Montana,59601.0,3,OFF-ST-10002352,1,14,927,39.9
8487,CA-2018-124716,27/03/2018,31/03/2018,Standard Class,BD-11560,Brendan Dodson,2,United States,Fresno,California,93727.0,3,OFF-PA-10001144,1,12,1697,110.96
9024,CA-2016-165799,29/06/2016,02/07/2016,First Class,SG-20470,Sheri Gordon,0,United States,New York City,New York,10024.0,1,FUR-CH-10001482,0,5,1207,117.882
3662,CA-2017-155005,13/06/2017,15/06/2017,Second Class,SC-20050,Sample Company A,2,United States,Jackson,Michigan,49201.0,0,TEC-PH-10003484,2,13,1219,377.97
1127,US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,0,United States,Jonesboro,Arkansas,72401.0,2,FUR-CH-10002331,0,5,832,1067.94
8673,CA-2018-163265,16/02/2018,21/02/2018,Standard Class,JS-16030,Joy Smith,0,United States,Decatur,Illinois,62521.0,0,OFF-FA-10004854,1,8,1600,18.368
7767,US-2018-118941,12/08/2018,12/08/2018,Same Day,BB-11545,Brenda Bowman,1,United States,Columbia,Maryland,21044.0,1,OFF-AR-10001953,1,2,348,219.9
9507,CA-2015-149104,05/04/2015,07/04/2015,Second Class,RD-19900,Ruben Dartt,0,United States,Dearborn Heights,Michigan,48127.0,0,OFF-AR-10002952,1,2,1491,26.7
2226,CA-2017-106383,19/03/2017,21/03/2017,Second Class,BT-11440,Bobby Trafton,0,United States,Littleton,Colorado,80122.0,3,FUR-BO-10002202,0,4,166,72.294
1323,CA-2018-121804,03/03/2018,08/03/2018,Standard Class,LP-17095,Liz Preis,0,United States,Murray,Kentucky,42071.0,2,OFF-AP-10004859,1,1,52,72.8
1604,CA-2018-116645,30/11/2018,04/12/2018,Standard Class,ME-17725,Max Engle,0,United States,Newark,Delaware,19711.0,1,OFF-AR-10001044,1,2,280,155.94
5275,CA-2016-162887,07/11/2016,09/11/2016,Second Class,SV-20785,Stewart Visinsky,0,United States,Burlington,Vermont,,1,FUR-CH-10000595,0,5,1377,715.2
7095,US-2016-153374,09/02/2016,13/02/2016,Second Class,JF-15565,Jill Fjeld,0,United States,Decatur,Illinois,62521.0,0,TEC-AC-10001908,2,0,1015,479.952
6426,CA-2017-143714,23/05/2017,27/05/2017,Standard Class,CC-12370,Christopher Conant,0,United States,Philadelphia,Pennsylvania,19120.0,1,TEC-CO-10004722,2,6,404,8399.976
4852,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,0,United States,Pasco,Washington,99301.0,3,OFF-AR-10000380,1,2,887,303.84
6700,CA-2018-145429,21/07/2018,25/07/2018,Standard Class,SW-20455,Shaun Weien,0,United States,San Diego,California,92024.0,3,FUR-CH-10000988,0,5,850,225.296
5934,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,0,United States,Philadelphia,Pennsylvania,19120.0,1,TEC-AC-10002018,2,0,137,16.776
9157,CA-2015-134215,04/08/2015,08/08/2015,Standard Class,ML-17395,Marina Lichtenstein,1,United States,Bangor,Maine,4401.0,1,OFF-AP-10001271,1,1,609,101.96
6659,CA-2018-135937,20/02/2018,27/02/2018,Standard Class,KM-16375,Katherine Murray,2,United States,Gilbert,Arizona,85234.0,3,FUR-FU-10002253,0,9,878,68.704
3400,CA-2015-102274,21/11/2015,26/11/2015,Standard Class,DH-13075,Dave Hallsten,1,United States,Richmond,Kentucky,40475.0,2,OFF-PA-10004359,1,12,1103,629.1
1560,CA-2017-126809,09/04/2017,13/04/2017,Standard Class,EB-13750,Edward Becker,1,United States,Seattle,Washington,98103.0,3,OFF-BI-10003712,1,3,74,35.352
4484,CA-2017-109365,03/11/2017,08/11/2017,Standard Class,XP-21865,Xylona Preis,0,United States,Los Angeles,California,90049.0,3,OFF-PA-10001725,1,12,1674,116.28
8763,CA-2017-112578,29/12/2017,02/01/2018,Standard Class,FO-14305,Frank Olsen,0,United States,Sacramento,California,95823.0,3,OFF-ST-10003722,1,14,1311,14.03
8180,CA-2016-112767,02/08/2016,06/08/2016,Standard Class,DK-12985,Darren Koutras,0,United States,Springfield,Oregon,97477.0,3,FUR-TA-10003469,0,16,286,277.5
6694,CA-2018-144225,30/09/2018,02/10/2018,Second Class,CC-12475,Cindy Chapman,0,United States,Baltimore,Maryland,21215.0,1,OFF-PA-10000062,1,12,779,164.88
5598,CA-2018-151176,13/02/2018,20/02/2018,Standard Class,SV-20785,Stewart Visinsky,0,United States,Baltimore,Maryland,21215.0,1,OFF-SU-10001165,1,15,88,25.02
8211,CA-2018-128769,07/09/2018,12/09/2018,Standard Class,DM-12955,Dario Medina,1,United States,Nashville,Tennessee,37211.0,2,OFF-AP-10001271,1,1,609,81.568
1355,CA-2018-162978,04/05/2018,09/05/2018,Standard Class,LW-16990,Lindsay Williams,1,United States,San Francisco,California,94109.0,3,FUR-TA-10003473,0,16,368,300.904
46,CA-2017-118255,11/03/2017,13/03/2017,First Class,ON-18715,Odella Nelson,1,United States,Eagan,Minnesota,55122.0,0,OFF-BI-10003291,1,3,1636,17.46
3462,CA-2018-114258,05/11/2018,10/11/2018,Second Class,EM-13825,Elizabeth Moffitt,1,United States,Dallas,Texas,75081.0,0,TEC-PH-10003012,2,13,1167,492.768
749,CA-2017-150889,20/03/2017,22/03/2017,Second Class,PB-19105,Peter Bühler,0,United States,Evanston,Illinois,60201.0,0,TEC-PH-10000004,2,13,314,11.992
4958,CA-2016-127607,20/03/2016,26/03/2016,Standard Class,JK-15730,Joe Kamberova,0,United States,Carrollton,Texas,75007.0,0,OFF-BI-10001308,1,3,708,2.512
5251,US-2017-169369,12/12/2017,18/12/2017,Standard Class,EC-14050,Erin Creighton,0,United States,Columbus,Georgia,31907.0,2,TEC-AC-10001314,2,0,420,249.95
4460,US-2018-125717,28/09/2018,01/10/2018,First Class,DS-13030,Darrin Sayre,2,United States,Aurora,Colorado,80013.0,3,FUR-FU-10001979,0,9,503,32.776
5472,CA-2018-116946,19/12/2018,23/12/2018,Standard Class,TS-21505,Tony Sayre,0,United States,Parker,Colorado,80134.0,3,FUR-FU-10000320,0,9,1197,13.36
3205,CA-2015-158372,10/11/2015,16/11/2015,Standard Class,RD-19900,Ruben Dartt,0,United States,San Diego,California,92037.0,3,FUR-FU-10000397,0,9,1033,39.88
4951,CA-2017-125815,28/10/2017,01/11/2017,Second Class,DL-13330,Denise Leinenbach,0,United States,New York City,New York,10009.0,1,OFF-AR-10004441,1,2,276,12.42
8210,CA-2016-141565,20/09/2016,24/09/2016,Standard Class,BG-11035,Barry Gonzalez,0,United States,Nashville,Tennessee,37211.0,2,OFF-ST-10001522,1,14,774,294.368
8951,CA-2018-150910,22/12/2018,28/12/2018,Standard Class,JL-15130,Jack Lebron,0,United States,Jackson,Tennessee,38301.0,2,TEC-AC-10001013,2,0,994,46.864
9469,CA-2018-102925,05/11/2018,10/11/2018,Second Class,CD-12280,Christina DeMoss,0,United States,New York City,New York,10024.0,1,OFF-PA-10001870,1,12,1796,12.96
3236,CA-2017-140746,15/01/2017,15/01/2017,Same Day,RC-19825,Roy Collins,0,United States,Fairfield,Connecticut,6824.0,1,FUR-TA-10002903,0,16,322,181.797
3870,CA-2016-132486,23/10/2016,27/10/2016,Second Class,JF-15355,Jay Fein,0,United States,San Diego,California,92105.0,3,FUR-CH-10004540,0,5,737,191.968
6914,CA-2016-104115,12/06/2016,16/06/2016,Standard Class,JH-15910,Jonathan Howell,0,United States,West Palm Beach,Florida,33407.0,2,TEC-PH-10002844,2,13,1477,55.984
3086,CA-2018-118773,09/02/2018,14/02/2018,Standard Class,TP-21415,Tom Prescott,0,United States,Houston,Texas,77070.0,0,TEC-AC-10002402,2,0,1327,127.984
9343,CA-2017-119123,13/03/2017,18/03/2017,Standard Class,DB-13360,Dennis Bolton,2,United States,Riverside,California,92503.0,3,OFF-BI-10001036,1,3,407,51.184
4468,CA-2018-168641,24/11/2018,01/12/2018,Standard Class,KA-16525,Kelly Andreada,0,United States,New York City,New York,10035.0,1,OFF-EN-10003001,1,7,139,167.96
7455,CA-2017-137743,30/07/2017,04/08/2017,Standard Class,KH-16360,Katherine Hughes,0,United States,Chicago,Illinois,60623.0,0,OFF-LA-10003663,1,10,206,9.248
9444,CA-2018-165904,07/04/2018,11/04/2018,Standard Class,HR-14770,Hallie Redmond,2,United States,Jacksonville,Florida,32216.0,2,TEC-PH-10000576,2,13,37,219.184
5166,CA-2015-121006,10/11/2015,16/11/2015,Standard Class,SC-20020,Sam Craven,0,United States,Midland,Michigan,48640.0,0,OFF-PA-10000130,1,12,1780,12.84
665,CA-2017-143308,04/11/2017,04/11/2017,Same Day,RC-19825,Roy Collins,0,United States,Louisville,Kentucky,40214.0,2,OFF-FA-10000621,1,8,1196,10.74
9435,CA-2016-119627,17/08/2016,23/08/2016,Standard Class,SC-20725,Steven Cartwright,0,United States,Peoria,Arizona,85345.0,3,OFF-AR-10000203,1,2,1143,10.272
4158,CA-2016-101091,05/12/2016,09/12/2016,Second Class,SW-20245,Scot Wooten,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-BI-10001107,1,3,719,26.064
6716,CA-2018-107629,14/12/2018,14/12/2018,Same Day,DB-13060,Dave Brooks,0,United States,Skokie,Illinois,60076.0,0,OFF-AR-10002987,1,2,1310,95.232
9406,CA-2015-152618,14/03/2015,17/03/2015,First Class,RB-19465,Rick Bensley,2,United States,Chicago,Illinois,60653.0,0,TEC-MA-10003626,2,11,808,574.91
7558,CA-2018-159506,27/11/2018,02/12/2018,Standard Class,JR-16210,Justin Ritter,1,United States,Columbus,Indiana,47201.0,0,OFF-BI-10004519,1,3,681,497.94
676,CA-2018-130351,05/12/2018,08/12/2018,First Class,RB-19570,Rob Beeghly,0,United States,Columbus,Indiana,47201.0,0,TEC-AC-10003832,2,0,910,99.39
3096,CA-2016-114468,23/08/2016,23/08/2016,Same Day,TD-20995,Tamara Dahlen,0,United States,Bolingbrook,Illinois,60440.0,0,OFF-FA-10003021,1,8,1498,12.032
8960,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,RO-19780,Rose O'Brian,0,United States,Houston,Texas,77070.0,0,OFF-AP-10002867,1,1,639,67.84
6592,CA-2016-103716,30/04/2016,06/05/2016,Standard Class,KB-16585,Ken Black,1,United States,San Francisco,California,94110.0,3,OFF-AR-10000658,1,2,1130,34.65
1963,CA-2018-110905,10/09/2018,15/09/2018,Second Class,RW-19690,Robert Waldorf,0,United States,Springfield,Missouri,65807.0,0,OFF-BI-10002954,1,3,1110,13.71
1841,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Barbara Fisher,1,United States,Charlotte,North Carolina,28205.0,2,OFF-PA-10002377,1,12,1700,78.304
7306,CA-2015-137274,29/03/2015,02/04/2015,Standard Class,MG-18145,Mike Gockenbach,0,United States,Plano,Texas,75023.0,0,FUR-TA-10001889,0,16,376,890.841
